"year","local_code","local_name","vehicle_type","maker","model","national_subsidy_manwon","local_subsidy_manwon","total_subsidy_manwon","source"
"2026","4165","포천시","일반승용","테슬라코리아","Model 3 RWD","168","67","235","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4165","포천시","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","168","588","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4165","포천시","일반승용","테슬라코리아","Model Y Premium RWD","170","68","238","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4165","포천시","일반승용","테슬라코리아","Model Y Premium Long Range","210","84","294","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4167","여주시","일반승용","테슬라코리아","Model 3 Performance","200","137","337","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4167","여주시","일반승용","테슬라코리아","Model 3 RWD","168","115","283","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4167","여주시","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","289","709","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4167","여주시","일반승용","테슬라코리아","Model Y Premium RWD","170","117","287","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4167","여주시","일반승용","테슬라코리아","Model Y Premium Long Range","210","144","354","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4180","연천군","일반승용","테슬라코리아","Model 3 Performance","200","190","390","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4180","연천군","일반승용","테슬라코리아","Model 3 RWD","168","159","327","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4180","연천군","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","399","819","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4180","연천군","일반승용","테슬라코리아","Model Y Premium RWD","170","161","331","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4180","연천군","일반승용","테슬라코리아","Model Y Premium Long Range","210","199","409","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4182","가평군","일반승용","테슬라코리아","Model 3 Performance","200","133","333","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4182","가평군","일반승용","테슬라코리아","Model 3 RWD","168","112","280","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4182","가평군","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","280","700","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4182","가평군","일반승용","테슬라코리아","Model Y Premium RWD","170","113","283","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4182","가평군","일반승용","테슬라코리아","Model Y Premium Long Range","210","140","350","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4183","양평군","일반승용","테슬라코리아","Model 3 Performance","200","133","333","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4183","양평군","일반승용","테슬라코리아","Model 3 RWD","168","112","280","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4183","양평군","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","280","700","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4183","양평군","일반승용","테슬라코리아","Model Y Premium RWD","170","113","283","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4183","양평군","일반승용","테슬라코리아","Model Y Premium Long Range","210","140","350","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4211","춘천시","일반승용","테슬라코리아","Model 3 Performance","200","100","300","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4211","춘천시","일반승용","테슬라코리아","Model 3 RWD","168","84","252","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4211","춘천시","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","210","630","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4211","춘천시","일반승용","테슬라코리아","Model Y Premium RWD","170","85","255","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4211","춘천시","일반승용","테슬라코리아","Model Y Premium Long Range","210","105","315","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4213","원주시","일반승용","테슬라코리아","Model 3 Performance","200","100","300","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4213","원주시","일반승용","테슬라코리아","Model 3 RWD","168","84","252","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4213","원주시","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","210","630","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4213","원주시","일반승용","테슬라코리아","Model Y Premium RWD","170","85","255","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4213","원주시","일반승용","테슬라코리아","Model Y Premium Long Range","210","105","315","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4215","강릉시","일반승용","테슬라코리아","Model 3 Performance","200","100","300","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4215","강릉시","일반승용","테슬라코리아","Model 3 RWD","168","84","252","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4215","강릉시","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","210","630","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4215","강릉시","일반승용","테슬라코리아","Model Y Premium RWD","170","85","255","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4215","강릉시","일반승용","테슬라코리아","Model Y Premium Long Range","210","105","315","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4217","동해시","일반승용","테슬라코리아","Model 3 Performance","200","100","300","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4217","동해시","일반승용","테슬라코리아","Model 3 RWD","168","84","252","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4217","동해시","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","210","630","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4217","동해시","일반승용","테슬라코리아","Model Y Premium RWD","170","85","255","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4217","동해시","일반승용","테슬라코리아","Model Y Premium Long Range","210","105","315","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4219","태백시","일반승용","테슬라코리아","Model 3 Performance","200","100","300","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4219","태백시","일반승용","테슬라코리아","Model 3 RWD","168","84","252","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4219","태백시","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","210","630","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4219","태백시","일반승용","테슬라코리아","Model Y Premium RWD","170","85","255","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4219","태백시","일반승용","테슬라코리아","Model Y Premium Long Range","210","105","315","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4221","속초시","일반승용","테슬라코리아","Model 3 Performance","200","100","300","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4221","속초시","일반승용","테슬라코리아","Model 3 RWD","168","84","252","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4221","속초시","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","210","630","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4221","속초시","일반승용","테슬라코리아","Model Y Premium RWD","170","85","255","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4221","속초시","일반승용","테슬라코리아","Model Y Premium Long Range","210","105","315","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4223","삼척시","일반승용","테슬라코리아","Model 3 Performance","200","100","300","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4223","삼척시","일반승용","테슬라코리아","Model 3 RWD","168","84","252","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4223","삼척시","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","210","630","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4223","삼척시","일반승용","테슬라코리아","Model Y Premium RWD","170","85","255","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4223","삼척시","일반승용","테슬라코리아","Model Y Premium Long Range","210","105","315","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4272","홍천군","일반승용","테슬라코리아","Model 3 Performance","200","100","300","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4272","홍천군","일반승용","테슬라코리아","Model 3 RWD","168","84","252","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4272","홍천군","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","210","630","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4272","홍천군","일반승용","테슬라코리아","Model Y Premium RWD","170","85","255","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4272","홍천군","일반승용","테슬라코리아","Model Y Premium Long Range","210","105","315","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4273","횡성군","일반승용","테슬라코리아","Model 3 Performance","200","100","300","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4273","횡성군","일반승용","테슬라코리아","Model 3 RWD","168","84","252","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4273","횡성군","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","210","630","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4273","횡성군","일반승용","테슬라코리아","Model Y Premium RWD","170","85","255","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4273","횡성군","일반승용","테슬라코리아","Model Y Premium Long Range","210","105","315","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4275","영월군","일반승용","테슬라코리아","Model 3 Performance","200","100","300","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4275","영월군","일반승용","테슬라코리아","Model 3 RWD","168","84","252","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4275","영월군","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","210","630","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4275","영월군","일반승용","테슬라코리아","Model Y Premium RWD","170","85","255","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4275","영월군","일반승용","테슬라코리아","Model Y Premium Long Range","210","105","315","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4276","평창군","일반승용","테슬라코리아","Model 3 Performance","200","100","300","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4276","평창군","일반승용","테슬라코리아","Model 3 RWD","168","85","253","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4276","평창군","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","210","630","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4276","평창군","일반승용","테슬라코리아","Model Y Premium RWD","170","85","255","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4276","평창군","일반승용","테슬라코리아","Model Y Premium Long Range","210","105","315","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4277","정선군","일반승용","테슬라코리아","Model 3 Performance","200","100","300","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4277","정선군","일반승용","테슬라코리아","Model 3 RWD","168","84","252","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4277","정선군","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","210","630","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4277","정선군","일반승용","테슬라코리아","Model Y Premium RWD","170","85","255","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4277","정선군","일반승용","테슬라코리아","Model Y Premium Long Range","210","105","315","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4278","철원군","일반승용","테슬라코리아","Model 3 Performance","200","100","300","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4278","철원군","일반승용","테슬라코리아","Model 3 RWD","168","84","252","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4278","철원군","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","210","630","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4278","철원군","일반승용","테슬라코리아","Model Y Premium RWD","170","85","255","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4278","철원군","일반승용","테슬라코리아","Model Y Premium Long Range","210","105","315","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4279","화천군","일반승용","테슬라코리아","Model 3 Performance","200","100","300","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4279","화천군","일반승용","테슬라코리아","Model 3 RWD","168","84","252","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4279","화천군","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","210","630","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4279","화천군","일반승용","테슬라코리아","Model Y Premium RWD","170","85","255","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4279","화천군","일반승용","테슬라코리아","Model Y Premium Long Range","210","105","315","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4280","양구군","일반승용","테슬라코리아","Model 3 Performance","200","100","300","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4280","양구군","일반승용","테슬라코리아","Model 3 RWD","168","84","252","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4280","양구군","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","210","630","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4280","양구군","일반승용","테슬라코리아","Model Y Premium RWD","170","85","255","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4280","양구군","일반승용","테슬라코리아","Model Y Premium Long Range","210","105","315","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4281","인제군","일반승용","테슬라코리아","Model 3 Performance","200","100","300","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4281","인제군","일반승용","테슬라코리아","Model 3 RWD","168","84","252","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4281","인제군","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","210","630","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4281","인제군","일반승용","테슬라코리아","Model Y Premium RWD","170","85","255","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4281","인제군","일반승용","테슬라코리아","Model Y Premium Long Range","210","105","315","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4282","고성군","일반승용","테슬라코리아","Model 3 Performance","200","100","300","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4282","고성군","일반승용","테슬라코리아","Model 3 RWD","168","84","252","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4282","고성군","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","210","630","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4282","고성군","일반승용","테슬라코리아","Model Y Premium RWD","170","85","255","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4282","고성군","일반승용","테슬라코리아","Model Y Premium Long Range","210","105","315","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4283","양양군","일반승용","테슬라코리아","Model 3 Performance","200","100","300","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4283","양양군","일반승용","테슬라코리아","Model 3 RWD","168","84","252","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4283","양양군","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","210","630","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4283","양양군","일반승용","테슬라코리아","Model Y Premium RWD","170","85","255","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4283","양양군","일반승용","테슬라코리아","Model Y Premium Long Range","210","105","315","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4311","청주시","일반승용","테슬라코리아","Model 3 Performance","200","200","400","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4311","청주시","일반승용","테슬라코리아","Model 3 RWD","168","168","336","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4311","청주시","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","420","840","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4311","청주시","일반승용","테슬라코리아","Model Y Premium RWD","170","170","340","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4311","청주시","일반승용","테슬라코리아","Model Y Premium Long Range","210","210","420","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4313","충주시","일반승용","테슬라코리아","Model 3 Performance","200","200","400","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4313","충주시","일반승용","테슬라코리아","Model 3 RWD","168","168","336","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4313","충주시","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","420","840","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4313","충주시","일반승용","테슬라코리아","Model Y Premium RWD","170","170","340","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4313","충주시","일반승용","테슬라코리아","Model Y Premium Long Range","210","210","420","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4315","제천시","일반승용","테슬라코리아","Model 3 Performance","200","200","400","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4315","제천시","일반승용","테슬라코리아","Model 3 RWD","168","168","336","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4315","제천시","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","420","840","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4315","제천시","일반승용","테슬라코리아","Model Y Premium RWD","170","170","340","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4315","제천시","일반승용","테슬라코리아","Model Y Premium Long Range","210","210","420","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4372","보은군","일반승용","테슬라코리아","Model 3 Performance","200","200","400","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4372","보은군","일반승용","테슬라코리아","Model 3 RWD","168","168","336","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4372","보은군","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","420","840","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4372","보은군","일반승용","테슬라코리아","Model Y Premium RWD","170","170","340","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4372","보은군","일반승용","테슬라코리아","Model Y Premium Long Range","210","210","420","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4373","옥천군","일반승용","테슬라코리아","Model 3 Performance","200","200","400","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4373","옥천군","일반승용","테슬라코리아","Model 3 RWD","168","168","336","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4373","옥천군","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","420","840","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4373","옥천군","일반승용","테슬라코리아","Model Y Premium RWD","170","170","340","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4373","옥천군","일반승용","테슬라코리아","Model Y Premium Long Range","210","210","420","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","43745","증평군","일반승용","테슬라코리아","Model 3 Performance","200","200","400","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","43745","증평군","일반승용","테슬라코리아","Model 3 RWD","168","168","336","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","43745","증평군","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","420","840","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","43745","증평군","일반승용","테슬라코리아","Model Y Premium RWD","170","170","340","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","43745","증평군","일반승용","테슬라코리아","Model Y Premium Long Range","210","210","420","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4374","영동군","일반승용","테슬라코리아","Model 3 Performance","200","200","400","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4374","영동군","일반승용","테슬라코리아","Model 3 RWD","168","168","336","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4374","영동군","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","420","840","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4374","영동군","일반승용","테슬라코리아","Model Y Premium RWD","170","170","340","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4374","영동군","일반승용","테슬라코리아","Model Y Premium Long Range","210","210","420","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4375","진천군","일반승용","테슬라코리아","Model 3 Performance","200","200","400","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4375","진천군","일반승용","테슬라코리아","Model 3 RWD","168","168","336","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4375","진천군","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","420","840","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4375","진천군","일반승용","테슬라코리아","Model Y Premium RWD","170","170","340","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4375","진천군","일반승용","테슬라코리아","Model Y Premium Long Range","210","210","420","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4376","괴산군","일반승용","테슬라코리아","Model 3 Performance","200","200","400","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4376","괴산군","일반승용","테슬라코리아","Model 3 RWD","168","168","336","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4376","괴산군","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","420","840","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4376","괴산군","일반승용","테슬라코리아","Model Y Premium RWD","170","170","340","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4376","괴산군","일반승용","테슬라코리아","Model Y Premium Long Range","210","210","420","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4377","음성군","일반승용","테슬라코리아","Model 3 Performance","200","200","400","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4377","음성군","일반승용","테슬라코리아","Model 3 RWD","168","168","336","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4377","음성군","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","420","840","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4377","음성군","일반승용","테슬라코리아","Model Y Premium RWD","170","170","340","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4377","음성군","일반승용","테슬라코리아","Model Y Premium Long Range","210","210","420","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4380","단양군","일반승용","테슬라코리아","Model 3 Performance","200","200","400","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4380","단양군","일반승용","테슬라코리아","Model 3 RWD","168","168","336","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4380","단양군","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","420","840","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4380","단양군","일반승용","테슬라코리아","Model Y Premium RWD","170","170","340","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4380","단양군","일반승용","테슬라코리아","Model Y Premium Long Range","210","210","420","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4413","천안시","일반승용","테슬라코리아","Model 3 Performance","200","207","407","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4413","천안시","일반승용","테슬라코리아","Model 3 RWD","168","174","342","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4413","천안시","일반승용","테슬라코리아","Model 3 Premium Long Range RWD","420","435","855","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4413","천안시","일반승용","테슬라코리아","Model Y Premium RWD","170","176","346","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4413","천안시","일반승용","테슬라코리아","Model Y Premium Long Range","210","217","427","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
"2026","4415","공주시","일반승용","테슬라코리아","Model 3 Performance","200","207","407","https://ev.or.kr/nportal/buySupprt/psPopupLocalCarModelPrice.do"
